title,genres,release_date,runtime,budget,revenue,director,popularity,vote_average,vote_count,overview
Hot Fuzz,"['Crime', 'Action', 'Comedy']",2007-02-14,121,12000000,80600000,Edgar Wright,28.947,7.561,7492,"Former London constable Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village."
Jumper,"['Action', 'Adventure', 'Science Fiction']",2008-02-13,88,85000000,222231186,Doug Liman,28.946,6.2,5728,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!"
Daddy's Home,['Comedy'],2015-12-25,96,50000000,242786137,Ian Belgard,28.932,6.3,3151,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids."
The Outsiders,"['Crime', 'Drama']",1983-03-25,91,10000000,33697647,Francis Ford Coppola,28.931,7.2,1338,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events."
Tom Clancy's Without Remorse,"['Action', 'Thriller', 'War']",2021-04-29,109,0,0,Manuel Vogt,28.926,7.0,2418,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.
Jerry Maguire,"['Comedy', 'Drama', 'Romance']",1996-12-13,139,50000000,273600000,Cameron Crowe,28.92,7.0,3243,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player."
Blackwater Lane,"['Thriller', 'Drama', 'Mystery', 'Horror', 'Crime']",2024-06-21,108,0,0,Jeff Celentano,28.919,6.6,31,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.
National Lampoon's Van Wilder,"['Comedy', 'Romance']",2002-03-29,92,6000000,39241323,Walt Becker,28.909,6.0,1772,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated."
Viva Erotica,"['Comedy', 'Drama']",1996-11-28,99,0,0,Anthony Chue Chan-Tung,28.905,6.586,29,"Sing's last two films were flops, but he is given the helm on a Category III sex film and has to cope with a leading lady who won't do nude scenes, Triad backers, and a crumbling relationship with his girlfriend."
Exorcist II: The Heretic,"['Drama', 'Horror', 'Thriller']",1977-06-17,117,14000000,30749142,John Boorman,28.904,4.5,709,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a research specialist free her from its grasp?"
The Shape of Water,"['Drama', 'Fantasy', 'Romance']",2017-12-01,123,19500000,195300000,Shaila D'Onofrio,28.886,7.246,12057,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape."
The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",2011-03-17,119,40000000,85412898,Michael Connelly,28.881,7.207,3214,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.
The Warriors,"['Action', 'Thriller']",1979-02-01,94,4000000,22490039,Freeman A. Davies,28.877,7.7,2127,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail."
The Lovely Bones,"['Fantasy', 'Drama']",2009-12-26,136,65000000,93600000,Tessa Ross,28.87,7.075,4563,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal."
The Banshees of Inisherin,"['Drama', 'Comedy']",2022-10-20,114,20000000,49300000,Eimer Ní Mhaoldomhnaigh,28.858,7.5,2702,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them."
Outcast,"['Action', 'Adventure']",2014-09-26,98,25000000,5148503,Xun Zhang,28.858,5.1,460,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths."
Alexander,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",2004-11-21,175,155000000,167298192,Oliver Stone,28.831,5.94,3229,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India."
Blacklight,"['Action', 'Thriller', 'Drama', 'Adventure']",2022-02-10,104,43000000,15902207,Katherine Milne,28.825,6.161,1093,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.
Detective Knight: Independence,"['Action', 'Crime', 'Thriller']",2023-01-20,92,2000000,36171,Edward Drake,28.822,5.4,171,"Detective James Knight 's last-minute assignment to the Independence Day shift turns into a race to stop an unbalanced ambulance EMT from imperiling the city's festivities. The misguided vigilante, playing cop with a stolen gun and uniform, has a bank vault full of reasons to put on his own fireworks show... one that will strike dangerously close to Knight's home."
The Social Dilemma,"['Documentary', 'Drama']",2020-01-26,94,0,0,Megaera Stephens,28.82,7.465,1575,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations."
127 Hours,"['Adventure', 'Drama', 'Thriller']",2010-11-12,94,18000000,35700000,Danny Boyle,28.809,7.1,7457,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.
The Peanuts Movie,"['Comedy', 'Animation', 'Family']",2015-11-05,88,99000000,246233113,Steve Martino,28.805,6.9,1616,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest."
Sooryavanshi,"['Action', 'Crime', 'Thriller']",2021-11-05,145,13000000,35000000,Daler Mehndi,28.794,5.8,155,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city."
Tsumugi,"['Drama', 'Romance']",2004-07-27,61,0,0,Hidekazu Takahara,28.791,5.4,8,"Tsumugi, a girl with a crush on her teacher, discovers that the teacher is having an affair with another teacher. Complications ensue after Tsumugi manages to attract her teacher, but then begins falling for a fellow student."
The Best Man,"['Action', 'Thriller']",2023-04-21,93,0,0,Lorus Allen,28.789,6.1,109,"Mercenaries seize control of a remote resort hotel during a wedding and it's up to the best man, the groom and their drunken best friend to stop the terrorists and save the hostages."
Rosemary's Baby,"['Drama', 'Horror', 'Thriller']",1968-06-12,138,3200000,33395426,Roman Polanski,28.787,7.829,3873,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family."
V/H/S/94,"['Horror', 'Thriller']",2023-11-09,103,0,0,David Bruckner,28.781,6.0,75,"After the discovery of a mysterious VHS tape, a brutish police SWAT team launches a high-intensity raid on a remote warehouse, only to discover a sinister cult compound whose collection of pre-recorded material uncovers a nightmarish conspiracy."
MILF,"['Comedy', 'Romance']",2018-05-02,96,0,1100000,Sylvain Goldberg,28.776,5.8,544,"Three childhood friends - Elise, Sonia and Cecile - leave for a summer in the South of France to help clear Cecile’s holiday house before it is put up for sale. There, they soon become the prime targets of three horny young men, for whom these single forty-year-old women are much more attractive than girls their age."
Basic Instinct 2,"['Crime', 'Mystery', 'Thriller']",2006-03-29,114,70000000,38629478,Maggie Gray,28.776,5.0,753,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game."
Valentina or the Serenity,['Drama'],2023-09-08,86,0,0,Ángeles Cruz,28.772,6.2,4,Young Valentina uses all her might to believe that her deceased father is still alive.
Stand by Me,"['Crime', 'Drama']",1986-08-08,89,8000000,52300000,Andrew Scheinman,28.772,7.856,5827,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives."
Zootopia 2,"['Animation', 'Comedy', 'Family']",2025-11-26,0,0,0,Jared Bush,28.765,0.0,0,Detectives Judy Hopps and Nick Wilde find themselves on the twisting trail of a mysterious reptile who arrives in Zootopia and turns the mammal metropolis upside down.
The Hunt,"['Action', 'Thriller', 'Horror']",2020-03-11,90,14000000,10550350,Ashley Nicole Hudson,28.754,6.645,3138,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers."
Wingwomen,"['Action', 'Comedy', 'Drama']",2023-11-01,114,0,0,Cédric Anger,28.749,6.099,411,"Tired of life on the run, a pro thief decides to retire — but not before one easy last job with her partner in crime and a feisty new getaway driver."
Disenchanted,"['Comedy', 'Family', 'Fantasy']",2022-11-18,119,0,0,Amy Adams,28.749,6.7,1073,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family."
Big,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",1988-06-03,104,18000000,151927281,James L. Brooks,28.74,7.169,3582,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.
Step Brothers,['Comedy'],2008-07-25,98,65000000,128100000,Adam McKay,28.737,6.558,3068,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye."
The Rocky Horror Picture Show,"['Comedy', 'Science Fiction', 'Fantasy', 'Horror']",1975-08-14,100,1400000,170000000,Jim Sharman,28.722,7.5,2776,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'."
Love in Taipei,"['Romance', 'Comedy', 'Drama']",2023-08-10,95,0,0,Matt Kaplan,28.712,7.11,41,A young American woman is sent by her parents to a cultural immersion program in Taipei where she begins a new journey of self-discovery and romance.
God Forbid: The Sex Scandal That Brought Down a Dynasty,['Documentary'],2022-11-01,109,0,0,Alfred Spellman,28.711,6.2,19,"A Miami pool boy finds himself trapped in a seven-year affair with a charming older woman and her husband, the evangelical Trump stalwart Jerry Falwell Jr., as he becomes increasingly entangled with the Falwell’s seemingly perfect lives."
Ferris Bueller's Day Off,['Comedy'],1986-06-11,103,6000000,70100000,Tak Fujimoto,28.708,7.582,4854,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister."
Red Sun,['Western'],1971-09-15,114,0,0,Lawrence Roman,28.686,6.9,253,"In 1870, Japanese ambassador Sakaguchi and his entourage travel by train to Washington to deliver a valuable sword to the President of the United States, a gift from the Emperor of Japan. On board the same train are two robbers, Link and Gauche, ready to make their move…"
Urban Legends: Bloody Mary,"['Horror', 'Thriller']",2005-07-19,93,3500000,0,Ian Fox,28.683,4.9,272,"On a prom-night dare, a trio of high school friends chant an incantation, unleashing an evil spirit from the past with deadly consequences."
Sub Rosa,"['Drama', 'Romance']",2014-08-10,22,0,0,Bryan Trotman,28.678,6.2,13,"Bullied by his father to grow up, a teen fights between the love of his step-mother over his father's life."
Three Wise Men and a Baby,"['TV Movie', 'Comedy', 'Drama']",2021-11-19,84,0,0,Terry Ingram,28.669,8.2,38,"Three brothers get the surprise of their lives when they are forced to work together to care for a baby over the holidays. As they slowly get the hang of things, they find themselves on unexpected journeys of self-discovery and begin to rebuild their relationships as brothers, as well as the damaged romantic and professional relationships in their respective lives…all while rediscovering their love of Christmas."
Wild Child,"['Comedy', 'Drama', 'Romance']",2008-08-15,98,20000000,22000000,Simon Cozens,28.665,6.7,1820,"Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness."
Close,['Drama'],2022-11-01,104,0,3129968,Jacques-Henri Bronckart,28.662,7.8,748,"Thirteen-year-olds Léo and Rémi have always been close, but they drift apart after the intimacy of their relationship is questioned by schoolmates."
Bodies Bodies Bodies,"['Horror', 'Comedy', 'Mystery']",2022-08-05,94,3000000,13900000,Halina Reijn,28.662,6.249,1117,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events."
The Skin I Live In,"['Drama', 'Horror', 'Mystery', 'Thriller']",2011-08-17,120,13000000,33750478,Pedro Almodóvar,28.652,7.5,4162,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.
Jimmy Timmy Power Hour,"['Animation', 'Comedy', 'Family', 'Fantasy', 'TV Movie', 'Science Fiction']",2004-05-07,50,0,0,Rico Hill,28.652,6.8,65,"Mayhem reigns supreme in the animated kingdom as whiz kid Jimmy Neutron and Timmy from ""The Fairly Oddparents"" swap places in each other's worlds."
The Theory of Everything,"['Drama', 'Romance']",2014-11-26,123,15000000,123726688,James Marsh,28.643,7.9,10474,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde."
Catch-22,"['War', 'Comedy']",1970-06-24,121,18000000,24911670,John Calley,28.637,6.674,302,"A bombardier in World War II tries desperately to escape the insanity of the war. However, sometimes insanity is the only sane way to cope with a crazy situation."
Escape from the Planet of the Apes,"['Action', 'Science Fiction']",1971-05-20,98,2500000,12400000,Pierre Boulle,28.635,6.369,1064,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape."
The Secret Kingdom,"['Family', 'Fantasy', 'Adventure']",2023-04-27,98,348019,0,Matt Drummond,28.626,6.6,62,"Verity and Peter’s trip to the old family mansion takes a turn when the floor of their room suddenly gives way and they fall into an underground chamber where they are met by a civilization of creatures. The leader tells them that Peter's arrival was foretold as he’s the one who can use Great Clock of the Citadel to restart time and destroy the Shroud, a malevolent creature who feeds on fear itself..."
Aunt,['Romance'],2021-07-28,96,0,0,Lee Sang-soo,28.622,8.0,1,
Ferrari,"['History', 'Drama']",2023-12-14,131,95000000,39220516,Brent Findley,28.621,6.448,938,"Set during the summer of 1957. Ex-racecar driver, Enzo Ferrari, is in crisis. Bankruptcy stalks the company he and his wife, Laura, built from nothing ten years earlier. Their tempestuous marriage struggles with the mourning for one son and the acknowledgement of another."
Poltergeist,['Horror'],1982-06-04,114,10700000,122200000,Mike Fenton,28.615,7.1,2978,"Upon realizing that something truly evil haunts his home, Steve Freeling calls in a team of parapsychologists to help before it's too late."
Neon Genesis Evangelion: The End of Evangelion,"['Animation', 'Science Fiction', 'Action', 'Drama']",1997-07-19,87,0,20563523,Mitsuhisa Ishikawa,28.608,8.301,1589,"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control."
The Cuckold,['Drama'],2009-08-11,94,275000,0,Jonathan Butler,28.59,2.8,6,"The Cuckold is a controversial dramatic feature that pushes a camera lens through the peephole of American taboo, focusing on the flashpoint where racial and sexual tensions collide. While set against the backdrop of a little-known fetish in the swinging lifestyle called 'cuckolding', The Cuckold tells the broader story of two suburban couples and two urban men whose lives collide in a tale woven together by the threads of deceit, lust, and primal vengeance. It also explores the consequences and risks in looking beyond the skin in search of love."
Scooby-Doo! and the Loch Ness Monster,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Mystery']",2004-05-20,74,0,0,Scott Jeralds,28.587,7.3,418,"While the gang travel to Scotland to visit Daphne's cousin and witness the annual Highland Games, they find themselves terrorized by the legendary Loch Ness Monster."
Scrooge: A Christmas Carol,"['Animation', 'Family', 'Fantasy']",2022-11-18,97,0,0,Stephen Donnelly,28.581,6.762,420,"On a cold Christmas Eve, selfish miser Ebenezer Scrooge has one night left to face his past — and change the future — before time runs out."
Commando,"['Action', 'Adventure', 'Thriller']",1985-10-03,90,10000000,57500000,Mark L. Lester,28.581,6.7,2769,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed."
"The Simpsons Meet the Bocellis in ""Feliz Navidad""","['Animation', 'Family', 'Comedy']",2022-12-15,4,0,0,David Silverman,28.58,5.8,74,"This Christmas, Homer surprises Marge with the ultimate gift: an unforgettable performance from Italian opera superstar Andrea Bocelli and his children Matteo and Virginia."
Something the Lord Made,"['TV Movie', 'Drama']",2004-05-30,110,0,0,Joseph Sargent,28.579,7.7,231,A dramatization of the relationship between heart surgery pioneers Alfred Blalock and Vivien Thomas.
You Shall Not Sleep Tonight,"['Horror', 'Thriller']",2024-08-01,79,0,0,Camilo Zaffora,28.576,7.7,16,"A boy is haunted by terrifying nightmares where a monster lurks inside the closet. To his relief, his father appears in the middle of the night helping him to face his fears. But the boy will begin to question the true nature of these apparitions, having to face the truth about his father's destiny and the evil force that threatens to consume him."
Robin Hood,"['Adventure', 'Action', 'Thriller', 'Fantasy']",2018-11-03,116,100000000,86493046,Olivier Rodriguez,28.563,5.911,2944,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.
Slotherhouse,"['Horror', 'Comedy', 'Thriller']",2023-08-30,93,350000,123000,Nikola Berček,28.556,4.37,92,"Emily Young, a senior, wants to be elected as her sorority's president. She adopts a cute sloth, thinking it can become the new mascot and help her win, until a string of fatalities implicate the sloth as the main suspect in the murders."
Las Leyendas: El Origen,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family', 'Horror']",2021-02-15,90,800000,0,Fernando de Fuentes Sainz,28.552,8.241,251,"When a human baby crosses the Eternal Mirror, the portal between the living and the death opens its path to the beings from the underworld."
Martha,['Documentary'],2024-08-31,113,0,0,R.J. Cutler,28.547,7.5,7,"Told in her own words, this candid documentary charts the unstoppable rise, sudden fall and hard-won comeback of lifestyle icon Martha Stewart."
Kiss the Girls,"['Thriller', 'Crime', 'Mystery', 'Drama']",1997-09-29,115,27000000,60527873,Aaron Schneider,28.541,6.5,1591,"Forensic psychologist and detective Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone."
Tamara,"['Horror', 'Thriller']",2005-05-12,98,4750000,206871,Shawna Balas,28.539,5.3,251,"Tamara, an unattractive girl who is picked on by her peers, returns after her death as a sexy seductress to enact revenge."
Stand,['Documentary'],2023-02-03,107,0,0,Mason Gordon,28.532,6.0,2,"Raw and unflinching examination of the courageous life of basketball star and social justice activist Mahmoud Abdul-Rauf. Born Chris Jackson, he overcame tremendous adversity to reach the NBA and found his true calling when he converted to Islam. His decision not to stand for the national anthem, however, turned him from prodigy to pariah. Told candidly by Abdul-Rauf himself more than 20 years later it’s the remarkable story of one man who kept the faith and paved the way for a social justice movement."
Saturday Night,"['Comedy', 'Drama']",2024-09-27,109,25000000,8194478,Peter Rice,28.53,7.4,39,"At 11:30pm on October 11, 1975, a ferocious troupe of young comedians and writers changed television forever. This is the story of what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live."
Dredd,"['Action', 'Science Fiction']",2012-09-07,95,50000000,41037742,Nigel Salter,28.529,6.834,4989,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series."
Peter Rabbit 2: The Runaway,"['Family', 'Comedy', 'Adventure', 'Animation']",2021-03-25,93,45000000,153000000,Oliver Hay,28.528,7.1,791,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist."
Secret Admirer,"['Comedy', 'Romance']",1985-06-14,98,0,8622757,David Greenwalt,28.525,6.8,175,An anonymous love letter left in Michael Ryan's locker on the last day of school wreaks havoc on his life and the lives of everyone who come in contact with it.
Spy Kids: All the Time in the World,"['Family', 'Comedy', 'Action']",2011-08-18,89,27000000,85600000,Robert Rodriguez,28.524,4.7,974,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa is thrown back into the action along with her stepchildren when a maniacal Timekeeper attempts to take over the world. In order to save the world, Rebecca and Cecil must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them."
The World's Fastest Indian,"['Drama', 'Adventure', 'History']",2005-10-12,127,25000000,18300000,Jeff Johnson,28.516,7.6,752,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967."
The Power of the Dog,"['Drama', 'Western']",2021-10-25,126,0,0,Jonny Greenwood,28.513,6.782,2626,"A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light."
[REC]⁴ Apocalypse,"['Thriller', 'Horror']",2014-10-31,95,3000000,4915757,Marian Coromina,28.498,5.586,1133,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine."
The Emoji Movie,"['Animation', 'Family', 'Comedy']",2017-07-23,86,50000000,216909830,Will Digby,28.492,5.4,3061,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji."
Demonte Colony 2,"['Horror', 'Thriller']",2024-08-15,145,0,0,N. T. Prathool,28.487,5.8,6,"Debbie attempts to contact the spirit of her deceased husband Sam, she inadvertently contacts Srinivasan, who had just died. This contact saves his life but leaves him in a coma for years. Later, Debbie unravels mystery about Lord Demonte sacrificing people and enslaves their spirits. Can Debbie break this cycle and help Srinivasan to wake up from his coma?"
Chernobyl: Abyss,"['Drama', 'History', 'Adventure', 'Action', 'Fantasy', 'Mystery']",2021-04-15,136,9100000,6459306,Danila Kozlovsky,28.485,6.268,507,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.
Fracture,['Thriller'],2007-04-19,113,10000000,91354215,Liz Glotzer,28.48,7.278,3859,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other."
Pídeme lo que quieras,"['Romance', 'Drama']",2024-11-29,0,0,0,Megan Maxwell,28.476,0.0,0,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair."
21 Positions,['Drama'],2023-11-21,97,186413,2168,Fernando Barona,28.468,6.2,5,"21 key moments in the life of a couple in 21 sequence shots filmed in 16 mm, shot entirely in Andalucia: this is the premise of the feature debut of Néstor Ruiz Medina, Goya nominee for his short film Baraka. María and Fer live an intense and complicit love, in an idyllic setting by the coast of Cádiz: a house with land, a vegetable garden with chickens, a rich social life, and time to spend with each other. Since money does matter in life, all this is sustained by exposing their sex life on OnlyFans, a social network with paid memberships, a thing they carry with ease and grace. What really lies behind all this, along with its consequences, is what we will see in these 21 moments of intimacy: the emotional flipside of OnlyFans brought by the cinema."
Police Academy,"['Comedy', 'Crime']",1984-03-22,97,4500000,81198894,Robert Folk,28.463,6.684,2624,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!"
Toy Story 5,"['Animation', 'Adventure', 'Family', 'Comedy']",2026-06-17,0,0,0,Andrew Stanton,28.459,0.0,0,"Buzz, Woody, Jessie and the rest of the gang's jobs get exponentially harder when they go head to head with this all-new threat to playtime: tech."
Goebbels and the Führer,"['History', 'Drama']",2024-07-11,136,0,0,Claudia Mehl,28.456,6.4,12,"As Minister of Propaganda, Joseph Goebbels creates films and pictures used to prepare the Germans for Total War and the Holocaust. When the war is lost, he conceives his last staging, the most radical propaganda act still possible to him."
Thunderball,"['Adventure', 'Action', 'Thriller']",1965-12-11,130,9000000,141200000,Richard Maibaum,28.444,6.6,2288,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.
The Greatest Story Ever Told,"['Drama', 'History']",1965-04-09,199,20000000,15500000,George Stevens,28.443,6.4,178,"From his birth in Bethlehem to his death and eventual resurrection, the life of Jesus Christ is given the all-star treatment in this epic retelling. Major aspects of Christ's life are touched upon, including the execution of all the newborn males in Egypt by King Herod; Christ's baptism by John the Baptist; and the betrayal by Judas after the Last Supper that eventually leads to Christ's crucifixion and miraculous return."
Legends of the Fall,"['Drama', 'Western', 'Romance', 'War', 'Action']",1994-12-23,133,30000000,160638883,Edward Zwick,28.434,7.4,2543,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga."
Death Proof,"['Action', 'Thriller']",2007-05-22,113,25000000,31126421,Sally Menke,28.428,6.838,5102,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away."
